0.6410256410256411,0.6564102564102564,0.7025641025641025,0.7538461538461538,0.6820512820512821,0,1,2,3,4,5,6,7,10,11,12,13,16,17,18,19,20,21
0.6564102564102564,0.6820512820512821,0.7128205128205128,0.7538461538461538,0.6820512820512821,1,2,3,4,5,6,7,9,10,11,12,14,15,16,17,18,19,21
0.6461538461538462,0.6666666666666666,0.7128205128205128,0.7538461538461538,0.6615384615384615,1,2,3,4,5,6,7,10,11,12,13,14,15,16,17,18,19,21
0.6153846153846154,0.7076923076923077,0.6974358974358974,0.7538461538461538,0.7333333333333333,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,21
0.5487179487179488,0.6820512820512821,0.7076923076923077,0.7538461538461538,0.6871794871794872,0,1,4,5,6,7,8,10,11,12,13,14,16,17,18,19,20,21
0.5538461538461539,0.5282051282051282,0.6974358974358974,0.7538461538461538,0.6820512820512821,0,2,3,4,5,7,9,10,11,12,13,14,15,16,18,19,20,21
0.5794871794871795,0.6820512820512821,0.6820512820512821,0.7538461538461538,0.6820512820512821,0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,18,20
0.6102564102564103,0.6820512820512821,0.6820512820512821,0.7538461538461538,0.6820512820512821,0,1,2,3,5,6,7,8,9,11,13,14,15,16,17,18,20,21
0.5743589743589743,0.517948717948718,0.8358974358974359,0.7538461538461538,0.6820512820512821,0,1,2,3,4,5,7,8,9,10,11,12,13,14,17,18,19,21
0.5948717948717949,0.6410256410256411,0.7025641025641025,0.7538461538461538,0.6820512820512821,0,1,2,3,5,6,7,8,9,10,11,12,13,14,16,19,20,21
0.6307692307692307,0.6820512820512821,0.7794871794871795,0.7538461538461538,0.5538461538461539,1,2,3,4,5,6,7,10,11,12,13,14,15,17,18,19,20,21
0.6051282051282051,0.6820512820512821,0.7692307692307693,0.7538461538461538,0.6820512820512821,0,1,2,3,4,5,7,8,9,10,12,13,14,17,18,19,20,21
0.5230769230769231,0.5641025641025641,0.6820512820512821,0.7538461538461538,0.6358974358974359,1,2,3,5,6,8,9,10,11,12,13,14,15,16,17,18,20,21
0.6666666666666666,0.6820512820512821,0.8461538461538461,0.7538461538461538,0.6923076923076923,0,3,4,5,6,7,9,10,11,12,14,15,16,17,18,19,20,21
0.5897435897435898,0.6820512820512821,0.7025641025641025,0.7538461538461538,0.6820512820512821,0,1,2,3,5,6,7,8,10,12,14,15,16,17,18,19,20,21
0.5487179487179488,0.558974358974359,0.8358974358974359,0.7538461538461538,0.6461538461538462,0,1,2,3,4,6,7,8,9,11,12,13,14,15,17,18,19,21
0.5487179487179488,0.676923076923077,0.6923076923076923,0.7538461538461538,0.6564102564102564,0,2,3,4,5,6,8,9,11,12,13,14,15,16,18,19,20,21
0.5641025641025641,0.6820512820512821,0.6923076923076923,0.7538461538461538,0.6820512820512821,0,1,2,3,4,5,7,10,11,12,13,14,15,16,18,19,20,21
