0.7877094972067039,0.7821229050279329,0.7877094972067039,0.770949720670391,0.7374301675977654,0,1,2,3,6,10,12
0.8100558659217877,0.8100558659217877,0.8100558659217877,0.7821229050279329,0.7597765363128491,0,2,5,6,7,11,12
0.7932960893854749,0.7988826815642458,0.7486033519553073,0.7430167597765364,0.776536312849162,0,1,2,3,5,11,12
0.7932960893854749,0.7597765363128491,0.7988826815642458,0.7374301675977654,0.7150837988826816,1,3,5,8,10,11,12
0.8044692737430168,0.8044692737430168,0.8100558659217877,0.7877094972067039,0.7374301675977654,2,5,7,9,10,11,12
0.8044692737430168,0.7821229050279329,0.7597765363128491,0.7430167597765364,0.6759776536312849,0,1,2,3,4,7,12
0.8268156424581006,0.7877094972067039,0.8324022346368715,0.8100558659217877,0.7541899441340782,2,3,6,7,8,11,12
0.7262569832402235,0.7430167597765364,0.7541899441340782,0.7430167597765364,0.6871508379888268,0,1,2,4,6,8,9
0.8156424581005587,0.7877094972067039,0.8044692737430168,0.8044692737430168,0.7597765363128491,0,1,2,7,8,11,12
0.7821229050279329,0.7988826815642458,0.7541899441340782,0.7486033519553073,0.7541899441340782,1,2,3,4,5,11,12
0.8156424581005587,0.7821229050279329,0.8100558659217877,0.7653631284916201,0.6927374301675978,1,4,7,8,9,11,12
0.7039106145251397,0.7262569832402235,0.7262569832402235,0.7374301675977654,0.7094972067039106,0,1,2,4,5,6,8
0.8100558659217877,0.8044692737430168,0.8044692737430168,0.8100558659217877,0.7597765363128491,0,2,4,6,10,11,12
0.8435754189944135,0.7877094972067039,0.8100558659217877,0.7932960893854749,0.7541899441340782,1,2,3,4,8,11,12
0.7988826815642458,0.7821229050279329,0.7877094972067039,0.7486033519553073,0.7318435754189944,1,3,4,7,10,11,12
0.8100558659217877,0.770949720670391,0.7653631284916201,0.7932960893854749,0.7653631284916201,1,2,3,7,8,10,12
0.770949720670391,0.7821229050279329,0.7877094972067039,0.7653631284916201,0.6927374301675978,0,6,7,9,10,11,12
0.7262569832402235,0.659217877094972,0.7430167597765364,0.6759776536312849,0.7262569832402235,0,2,3,5,6,9,10
0.6927374301675978,0.6703910614525139,0.7206703910614525,0.7206703910614525,0.659217877094972,1,2,3,5,6,8,10
0.8212290502793296,0.8100558659217877,0.8324022346368715,0.7877094972067039,0.7318435754189944,1,2,3,4,7,11,12
0.7988826815642458,0.7597765363128491,0.7988826815642458,0.7486033519553073,0.6480446927374302,4,5,6,8,9,11,12
0.770949720670391,0.7541899441340782,0.7597765363128491,0.6983240223463687,0.6983240223463687,0,1,4,5,7,10,11
0.7486033519553073,0.7318435754189944,0.7541899441340782,0.7206703910614525,0.7262569832402235,1,4,5,7,9,10,11
0.7541899441340782,0.7597765363128491,0.7653631284916201,0.7653631284916201,0.7486033519553073,0,2,3,4,8,9,11
0.7821229050279329,0.7988826815642458,0.7821229050279329,0.7597765363128491,0.7597765363128491,1,2,4,5,6,11,12
0.7821229050279329,0.7988826815642458,0.7821229050279329,0.7597765363128491,0.7374301675977654,0,1,4,7,10,11,12
0.7877094972067039,0.776536312849162,0.770949720670391,0.7653631284916201,0.7206703910614525,0,1,6,9,10,11,12
0.7821229050279329,0.7597765363128491,0.7541899441340782,0.7039106145251397,0.7486033519553073,0,1,3,5,6,7,11
0.7206703910614525,0.7541899441340782,0.7262569832402235,0.6927374301675978,0.7486033519553073,0,2,3,4,6,9,11
0.7318435754189944,0.7597765363128491,0.7374301675977654,0.7318435754189944,0.7094972067039106,0,2,3,5,6,8,11
0.6983240223463687,0.7262569832402235,0.6871508379888268,0.6201117318435754,0.6759776536312849,4,5,6,7,9,10,11
0.8044692737430168,0.7653631284916201,0.770949720670391,0.7597765363128491,0.7430167597765364,0,1,4,6,10,11,12
0.7541899441340782,0.7374301675977654,0.7486033519553073,0.6871508379888268,0.6983240223463687,0,1,4,7,8,10,11
0.7653631284916201,0.7486033519553073,0.7541899441340782,0.6871508379888268,0.6927374301675978,1,3,4,5,6,11,12
0.776536312849162,0.7653631284916201,0.7821229050279329,0.7430167597765364,0.7039106145251397,1,2,4,6,8,10,11
0.7821229050279329,0.7430167597765364,0.7932960893854749,0.7486033519553073,0.7262569832402235,1,2,3,6,7,10,11
