,SVM,randomfroest,logesticregression,knn,decisiontree
Variance,0.8100558659217877,0.7988826815642458,0.7932960893854749,0.7877094972067039,0.7374301675977654
Sim Entropy,0.8156424581005587,0.7988826815642458,0.8100558659217877,0.7597765363128491,0.7150837988826816
Rep Entropy,0.8324022346368715,0.7821229050279329,0.8156424581005587,0.7932960893854749,0.7318435754189944
Lap Score,0.8044692737430168,0.7932960893854749,0.8044692737430168,0.7374301675977654,0.7150837988826816
SPECtrum,0.8100558659217877,0.8156424581005587,0.8156424581005587,0.7597765363128491,0.7318435754189944
Mutual Corre,0.8212290502793296,0.7988826815642458,0.8100558659217877,0.7597765363128491,0.7150837988826816
MICI,0.8100558659217877,0.8491620111731844,0.7932960893854749,0.7877094972067039,0.7374301675977654
MDCM,0.8156424581005587,0.8268156424581006,0.8044692737430168,0.7541899441340782,0.7541899441340782
Linear Depend,0.8324022346368715,0.8324022346368715,0.8100558659217877,0.7932960893854749,0.7597765363128491
MPMR,0.8156424581005587,0.7877094972067039,0.8100558659217877,0.7597765363128491,0.7150837988826816
MCFS,0.8044692737430168,0.7653631284916201,0.8044692737430168,0.7374301675977654,0.7206703910614525
RSPCA,0.8324022346368715,0.8044692737430168,0.8100558659217877,0.7932960893854749,0.7597765363128491
ANOVA F,0.8324022346368715,0.7988826815642458,0.8156424581005587,0.7988826815642458,0.7374301675977654
ReliefF,0.8324022346368715,0.7988826815642458,0.8156424581005587,0.7932960893854749,0.7318435754189944
Info Gain,0.8379888268156425,0.8044692737430168,0.8044692737430168,0.7932960893854749,0.7150837988826816
MRMR,0.8324022346368715,0.7877094972067039,0.8156424581005587,0.7988826815642458,0.7374301675977654
ERFS,0.8268156424581006,0.7877094972067039,0.8100558659217877,0.7821229050279329,0.7541899441340782
